# Energy_meV Original Background Corrected FinalWeight
3.124726704342471706e+01 1.416655571661349505e-03 1.972923945845267359e-04 1.219363177076822824e-03 8.756510762696520037e-27
3.216630430940779917e+01 1.409307247566007242e-03 1.959699134465105630e-04 1.213337334119496706e-03 8.756510762696520037e-27
3.308534157539087772e+01 1.408793224992077467e-03 1.946474323084590452e-04 1.214145792683618422e-03 8.756510762696520037e-27
3.400437884137395628e+01 1.281238865237275138e-03 1.933249511703698513e-04 1.087913914066905314e-03 8.756510762696520037e-27
3.492341610735704194e+01 1.185898353288839706e-03 1.920024700322405149e-04 9.938958832565992184e-04 8.756510762696520037e-27
3.584245337334011339e+01 1.153846166322335717e-03 1.906799888940685693e-04 9.631661774282671744e-04 8.756510762696520037e-27
3.676149063932319905e+01 1.146549494621879875e-03 1.893575077558514396e-04 9.571919868660283808e-04 8.756510762696520037e-27
3.768052790530627760e+01 1.080078620413154169e-03 1.880350266175864695e-04 8.920435937955677533e-04 8.756510762696520037e-27
3.859956517128934905e+01 1.015228946246599919e-03 1.867125454792708671e-04 8.285164007673291066e-04 8.756510762696520037e-27
3.951860243727243471e+01 9.155144875761774340e-04 1.853900643409017864e-04 7.301244232352756746e-04 8.756510762696520037e-27
4.043763970325551327e+01 8.252824901847447816e-04 1.840675832024761375e-04 6.412149069822686712e-04 8.756510762696520037e-27
4.135667696923859893e+01 7.753625069352353604e-04 1.827451020639908575e-04 5.926174048712445300e-04 8.756510762696520037e-27
4.227571423522167038e+01 7.696569918581720564e-04 1.814226209254427209e-04 5.882343709327293897e-04 8.756510762696520037e-27
4.319475150120475604e+01 7.261833283764812085e-04 1.801001397868284479e-04 5.460831885896527335e-04 8.756510762696520037e-27
4.411378876718783459e+01 7.333403070787626685e-04 1.787776586481445963e-04 5.545626484306180994e-04 8.756510762696520037e-27
4.503282603317091315e+01 7.775696306589611247e-04 1.774551775093875881e-04 6.001144531495735367e-04 8.756510762696520037e-27
4.595186329915399170e+01 8.308420090888092796e-04 1.761326963705538455e-04 6.547093127182554342e-04 8.756510762696520037e-27
4.687090056513707026e+01 8.662653115784803163e-04 1.748102152316396280e-04 6.914550963468406612e-04 8.756510762696520037e-27
4.778993783112015592e+01 8.544569940859775628e-04 1.734877340926411680e-04 6.809692599933363406e-04 8.756510762696520037e-27
4.870897509710323448e+01 7.478172947453845792e-04 1.721652529535545894e-04 5.756520417918300440e-04 8.756510762696520037e-27
4.962801236308631303e+01 6.584970011622732610e-04 1.708427718143758808e-04 4.876542293478973531e-04 8.756510762696520037e-27
5.054704962906939159e+01 6.322058479994136860e-04 1.695202906751010305e-04 4.626855573243126825e-04 8.756510762696520037e-27
5.146608689505247014e+01 6.435538447391034788e-04 1.681978095357259729e-04 4.753560352033775059e-04 8.756510762696520037e-27
5.238512416103555580e+01 6.735385503292852906e-04 1.668753283962465337e-04 5.066632219330387569e-04 8.756510762696520037e-27
5.330416142701862725e+01 7.141592557094447388e-04 1.655528472566585388e-04 5.486064084527862272e-04 8.756510762696520037e-27
5.422319869300171291e+01 6.895089198050192861e-04 1.642303661169577326e-04 5.252785536880615535e-04 8.756510762696520037e-27
5.514223595898479147e+01 6.516766681763723175e-04 1.629078849771398055e-04 4.887687831992325663e-04 8.756510762696520037e-27
5.606127322496787713e+01 6.613023563204570862e-04 1.615854038372005019e-04 4.997169524832566385e-04 8.756510762696520037e-27
5.698031049095094858e+01 6.731512387947402544e-04 1.602629226971353496e-04 5.128883160976048777e-04 8.756510762696520037e-27
5.789934775693403424e+01 6.733532072120950460e-04 1.589404415569397949e-04 5.144127656551552782e-04 8.756510762696520037e-27
5.881838502291711279e+01 6.902955307424845244e-04 1.576179604166092027e-04 5.326775703258753488e-04 8.756510762696520037e-27
5.973742228890019135e+01 6.601351258183277152e-04 1.562954792761389925e-04 5.038396465421887769e-04 8.756510762696520037e-27
6.065645955488326990e+01 6.433824951131454292e-04 1.549729981355245834e-04 4.884094969776208188e-04 8.756510762696520037e-27
6.157549682086634846e+01 6.831776751318841901e-04 1.536505169947612319e-04 5.295271581371229852e-04 8.756510762696520037e-27
6.249453408684943412e+01 7.320173478110835992e-04 1.523280358538440322e-04 5.796893119572395399e-04 8.756510762696520037e-27
6.341357135283251267e+01 7.727131443886465058e-04 1.510055547127681324e-04 6.217075896758784276e-04 8.756510762696520037e-27
6.433260861881559833e+01 8.104794632088572473e-04 1.496830735715284910e-04 6.607963896373287562e-04 8.756510762696520037e-27
6.525164588479867689e+01 8.388302602026606776e-04 1.483605924301200664e-04 6.904696677725405841e-04 8.756510762696520037e-27
6.617068315078175544e+01 7.861116864150840969e-04 1.470381112885377629e-04 6.390735751265463069e-04 8.756510762696520037e-27
